Utilization,Theoretical Delay
0.001,0.10000667334000668
0.002,0.10001336005344022
0.003,0.10002006018054163
0.004,0.10002677376171352
0.005,0.10003350083752094
0.006,0.10004024144869215
0.007,0.1000469956361195
0.008,0.10005376344086023
0.009000000000000001,0.10006054490413724
0.010000000000000002,0.10006734006734007
0.011,0.10007414897202561
0.012,0.10008097165991904
0.013000000000000001,0.10008780817291456
0.014000000000000002,0.10009465855307641
0.015,0.1001015228426396
0.016,0.10010840108401084
0.017,0.10011529331976941
0.018000000000000002,0.10012219959266803
0.019000000000000003,0.10012911994563371
0.02,0.10013605442176872
0.021,0.10014300306435138
0.022000000000000002,0.10014996591683709
0.023,0.1001569430228591
0.024,0.10016393442622952
0.025,0.10017094017094018
0.026000000000000002,0.10017796030116359
0.027000000000000003,0.10018499486125386
0.028,0.10019204389574761
0.029,0.10019910744936492
0.030000000000000002,0.10020618556701032
0.031,0.10021327829377366
0.032,0.10022038567493113
0.033,0.10022750775594623
0.034,0.10023464458247068
0.035,0.10024179620034543
0.036000000000000004,0.10024896265560167
0.037000000000000005,0.10025614399446175
0.038,0.10026334026334027
0.039,0.10027055150884497
0.04,0.10027777777777779
0.041,0.10028501911713592
0.042,0.10029227557411274
0.043000000000000003,0.10029954719609893
0.044000000000000004,0.10030683403068341
0.045,0.10031413612565446
0.046,0.10032145352900071
0.047,0.10032878628891222
0.048,0.10033613445378152
0.049,0.1003434980722047
0.05,0.10035087719298247
0.051000000000000004,0.10035827186512118
0.052000000000000005,0.10036568213783405
0.053000000000000005,0.10037310806054207
0.054,0.10038054968287527
0.055,0.10038800705467373
0.056,0.10039548022598871
0.057,0.10040296924708378
0.058,0.10041047416843596
0.059000000000000004,0.10041799504073681
0.060000000000000005,0.10042553191489362
0.061,0.10043308484203053
0.062,0.1004406538734897
0.063,0.10044823906083244
0.064,0.10045584045584047
0.065,0.10046345811051693
0.066,0.1004710920770878
0.067,0.10047874240800286
0.068,0.10048640915593705
0.069,0.10049409237379163
0.07,0.10050179211469534
0.07100000000000001,0.10050950843200575
0.07200000000000001,0.10051724137931035
0.07300000000000001,0.1005249910104279
0.074,0.10053275737940966
0.075,0.10054054054054054
0.076,0.10054834054834055
0.077,0.10055615745756591
0.078,0.10056399132321042
0.079,0.1005718422005067
0.08,0.10057971014492754
0.081,0.10058759521218716
0.082,0.10059549745824256
0.083,0.10060341693929481
0.084,0.1006113537117904
0.085,0.1006193078324226
0.08600000000000001,0.10062727935813276
0.08700000000000001,0.10063526834611172
0.08800000000000001,0.10064327485380117
0.089,0.10065129893889499
0.09,0.10065934065934067
0.091,0.10066740007334067
0.092,0.1006754772393539
0.093,0.10068357221609703
0.094,0.100691685062546
0.095,0.10069981583793738
0.096,0.10070796460176992
0.097,0.10071613141380584
0.098,0.10072431633407243
0.099,0.10073251942286349
0.1,0.10074074074074074
0.101,0.10074898034853541
0.10200000000000001,0.10075723830734967
0.10300000000000001,0.10076551467855817
0.10400000000000001,0.10077380952380953
0.10500000000000001,0.10078212290502794
0.106,0.10079045488441463
0.107,0.10079880552444943
0.108,0.10080717488789238
0.109,0.10081556303778527
0.11,0.10082397003745319
0.111,0.10083239595050619
0.112,0.10084084084084084
0.113,0.10084930477264187
0.114,0.10085778781038375
0.115,0.10086629001883239
0.116,0.10087481146304676
0.117,0.10088335220838053
0.11800000000000001,0.10089191232048375
0.11900000000000001,0.10090049186530459
0.12000000000000001,0.10090909090909092
0.121,0.10091770951839212
0.122,0.10092634776006075
0.123,0.10093500570125429
0.124,0.10094368340943684
0.125,0.10095238095238096
0.126,0.10096109839816934
0.127,0.10096983581519664
0.128,0.10097859327217126
0.129,0.10098737083811711
0.13,0.10099616858237548
0.131,0.10100498657460684
0.132,0.10101382488479263
0.133,0.10102268358323722
0.134,0.10103156274056968
0.135,0.10104046242774567
0.136,0.1010493827160494
0.137,0.10105832367709541
0.138,0.10106728538283064
0.139,0.1010762679055362
0.14,0.10108527131782946
0.14100000000000001,0.1010942956926659
0.14200000000000002,0.10110334110334111
0.14300000000000002,0.10111240762349281
0.14400000000000002,0.10112149532710281
0.14500000000000002,0.10113060428849903
0.146,0.10113973458235753
0.147,0.10114888628370458
0.148,0.10115805946791863
0.149,0.10116725421073247
0.15,0.1011764705882353
0.151,0.10118570867687476
0.152,0.10119496855345912
0.153,0.10120425029515939
0.154,0.10121355397951143
0.155,0.10122287968441815
0.156,0.10123222748815167
0.157,0.10124159746935549
0.158,0.10125098970704673
0.159,0.10126040428061832
0.16,0.10126984126984127
0.161,0.10127930075486691
0.162,0.10128878281622912
0.163,0.10129828753484668
0.164,0.10130781499202553
0.165,0.10131736526946108
0.166,0.10132693844924061
0.167,0.10133653461384555
0.168,0.10134615384615385
0.169,0.10135579622944245
0.17,0.10136546184738957
0.171,0.1013751507840772
0.17200000000000001,0.10138486312399357
0.17300000000000001,0.10139459895203548
0.17400000000000002,0.1014043583535109
0.17500000000000002,0.10141414141414141
0.17600000000000002,0.10142394822006473
0.177,0.10143377885783719
0.178,0.10144363341443634
0.179,0.1014535119772635
0.18,0.10146341463414635
0.181,0.10147334147334149
0.182,0.10148329258353708
0.183,0.10149326805385557
0.184,0.10150326797385621
0.185,0.10151329243353784
0.186,0.10152334152334153
0.187,0.10153341533415335
0.188,0.10154351395730707
0.189,0.10155363748458694
0.19,0.10156378600823046
0.191,0.1015739596209312
0.192,0.10158415841584159
0.193,0.1015943824865758
0.194,0.10160463192721257
0.195,0.10161490683229814
0.196,0.1016252072968491
0.197,0.10163553341635534
0.198,0.10164588528678305
0.199,0.10165626300457761
0.2,0.10166666666666667
0.201,0.10167709637046309
0.202,0.10168755221386801
0.203,0.10169803429527395
0.20400000000000001,0.10170854271356784
0.20500000000000002,0.10171907756813418
0.20600000000000002,0.10172963895885812
0.20700000000000002,0.10174022698612863
0.20800000000000002,0.10175084175084176
0.20900000000000002,0.10176148335440371
0.21,0.10177215189873419
0.211,0.10178284748626955
0.212,0.10179357021996617
0.213,0.1018043202033037
0.214,0.10181509754028839
0.215,0.10182590233545648
0.216,0.10183673469387755
0.217,0.10184759472115794
0.218,0.10185848252344416
0.219,0.10186939820742638
0.22,0.10188034188034188
0.221,0.10189131364997861
0.222,0.10190231362467866
0.223,0.10191334191334192
0.224,0.10192439862542955
0.225,0.10193548387096775
0.226,0.10194659776055126
0.227,0.10195774040534714
0.228,0.10196891191709845
0.229,0.10198011240812797
0.23,0.101991341991342
0.231,0.10200260078023407
0.232,0.10201388888888889
0.233,0.10202520643198609
0.234,0.10203655352480419
0.23500000000000001,0.10204793028322441
0.23600000000000002,0.10205933682373473
0.23700000000000002,0.10207077326343382
0.23800000000000002,0.102082239720035
0.23900000000000002,0.10209373631187035
0.24000000000000002,0.10210526315789474
0.241,0.10211682037768995
0.242,0.10212840809146878
0.243,0.10214002642007927
0.244,0.10215167548500882
0.245,0.10216335540838853
0.246,0.10217506631299736
0.247,0.1021868083222665
0.248,0.10219858156028369
0.249,0.1022103861517976
0.25,0.10222222222222223
0.251,0.10223408989764131
0.252,0.10224598930481284
0.253,0.10225792057117358
0.254,0.10226988382484362
0.255,0.10228187919463087
0.256,0.10229390681003585
0.257,0.10230596680125617
0.258,0.10231805929919138
0.259,0.1023301844354476
0.26,0.10234234234234235
0.261,0.10235453315290935
0.262,0.10236675700090335
0.263,0.10237901402080507
0.264,0.10239130434782609
0.265,0.10240362811791384
0.266,0.10241598546775658
0.267,0.10242837653478855
0.268,0.1024408014571949
0.269,0.10245326037391701
0.27,0.10246575342465754
0.271,0.1024782807498857
0.272,0.10249084249084249
0.273,0.10250343878954608
0.274,0.10251606978879707
0.275,0.10252873563218391
0.276,0.1025414364640884
0.277,0.1025541724296911
0.278,0.10256694367497692
0.279,0.10257975034674065
0.28,0.1025925925925926
0.281,0.10260547056096431
0.28200000000000003,0.10261838440111422
0.28300000000000003,0.10263133426313344
0.28400000000000003,0.10264432029795159
0.28500000000000003,0.10265734265734267
0.28600000000000003,0.10267040149393092
0.28700000000000003,0.10268349696119683
0.28800000000000003,0.10269662921348315
0.28900000000000003,0.10270979840600095
0.29,0.10272300469483568
0.291,0.10273624823695346
0.292,0.10274952919020716
0.293,0.10276284771334276
0.294,0.10277620396600567
0.295,0.10278959810874705
0.296,0.10280303030303031
0.297,0.10281650071123756
0.298,0.10283000949667617
0.299,0.10284355682358536
0.3,0.10285714285714287
0.301,0.10287076776347163
0.302,0.10288443170964662
0.303,0.10289813486370158
0.304,0.10291187739463602
0.305,0.10292565947242206
0.306,0.10293948126801153
0.307,0.10295334295334296
0.308,0.10296724470134876
0.309,0.10298118668596237
0.31,0.10299516908212561
0.311,0.10300919206579584
0.312,0.1030232558139535
0.313,0.10303736050460942
0.314,0.10305150631681244
0.315,0.10306569343065694
0.316,0.10307992202729045
0.317,0.10309419228892143
0.318,0.10310850439882699
0.319,0.10312285854136075
0.32,0.1031372549019608
0.321,0.1031516936671576
0.322,0.10316617502458211
0.323,0.10318069916297391
0.324,0.10319526627218936
0.325,0.10320987654320989
0.326,0.10322453016815035
0.327,0.10323922734026747
0.328,0.10325396825396826
0.329,0.10326875310481869
0.33,0.10328358208955224
0.331,0.10329845540607872
0.332,0.10331337325349302
0.333,0.10332833583208396
0.334,0.10334334334334334
0.335,0.10335839598997494
0.336,0.10337349397590362
0.337,0.10338863750628458
0.338,0.1034038267875126
0.339,0.10341906202723147
0.34,0.10343434343434343
0.341,0.10344967121901873
0.342,0.10346504559270517
0.343,0.103480466768138
0.34400000000000003,0.1034959349593496
0.34500000000000003,0.1035114503816794
0.34600000000000003,0.1035270132517839
0.34700000000000003,0.10354262378764677
0.34800000000000003,0.10355828220858897
0.34900000000000003,0.10357398873527907
0.35000000000000003,0.1035897435897436
0.35100000000000003,0.10360554699537751
0.35200000000000004,0.10362139917695475
0.353,0.10363730036063885
0.354,0.10365325077399382
0.355,0.10366925064599483
0.356,0.10368530020703934
0.357,0.10370139968895802
0.358,0.10371754932502597
0.359,0.10373374934997401
0.36,0.10375000000000001
0.361,0.10376630151278039
0.362,0.10378265412748172
0.363,0.10379905808477237
0.364,0.10381551362683439
0.365,0.10383202099737533
0.366,0.10384858044164039
0.367,0.10386519220642444
0.368,0.10388185654008439
0.369,0.10389857369255151
0.37,0.10391534391534392
0.371,0.10393216746157924
0.372,0.10394904458598726
0.373,0.10396597554492291
0.374,0.10398296059637913
0.375,0.10400000000000001
0.376,0.10401709401709403
0.377,0.10403424291064742
0.378,0.10405144694533763
0.379,0.10406870638754698
0.38,0.10408602150537635
0.381,0.10410339256865914
0.382,0.1041208198489752
0.383,0.10413830361966506
0.384,0.10415584415584417
0.385,0.10417344173441735
0.386,0.10419109663409339
0.387,0.10420880913539968
0.388,0.10422657952069718
0.389,0.10424440807419531
0.39,0.10426229508196722
0.391,0.10428024083196498
0.392,0.1042982456140351
0.393,0.10431630971993411
0.394,0.10433443344334434
0.395,0.10435261707988981
0.396,0.10437086092715232
0.397,0.10438916528468768
0.398,0.1044075304540421
0.399,0.10442595673876873
0.4,0.10444444444444445
0.401,0.10446299387868671
0.402,0.10448160535117057
0.403,0.10450027917364602
0.404,0.10451901565995526
0.405,0.10453781512605043
0.406,0.10455667789001123
0.40700000000000003,0.10457560427206296
0.40800000000000003,0.1045945945945946
0.40900000000000003,0.10461364918217711
0.41000000000000003,0.10463276836158193
0.41100000000000003,0.10465195246179967
0.41200000000000003,0.10467120181405896
0.41300000000000003,0.10469051675184554
0.41400000000000003,0.1047098976109215
0.41500000000000004,0.10472934472934474
0.41600000000000004,0.10474885844748859
0.41700000000000004,0.10476843910806176
0.418,0.1047880870561283
0.419,0.10480780263912795
0.42,0.10482758620689656
0.421,0.10484743811168683
0.422,0.10486735870818917
0.423,0.10488734835355287
0.424,0.10490740740740741
0.425,0.10492753623188407
0.426,0.10494773519163764
0.427,0.10496800465386853
0.428,0.104988344988345
0.429,0.10500875656742557
0.43,0.10502923976608187
0.431,0.1050497949619215
0.432,0.10507042253521127
0.433,0.10509112286890065
0.434,0.10511189634864547
0.435,0.10513274336283186
0.436,0.10515366430260048
0.437,0.10517465956187094
0.438,0.10519572953736656
0.439,0.10521687462863934
0.44,0.10523809523809524
0.441,0.10525939177101969
0.442,0.10528076463560335
0.443,0.10530221424296829
0.444,0.10532374100719424
0.445,0.10534534534534536
0.446,0.10536702767749699
0.447,0.10538878842676312
0.448,0.10541062801932367
0.449,0.10543254688445251
0.45,0.10545454545454545
0.451,0.10547662416514876
0.452,0.10549878345498784
0.453,0.10552102376599636
0.454,0.10554334554334555
0.455,0.10556574923547402
0.456,0.10558823529411765
0.457,0.10561080417434009
0.458,0.10563345633456335
0.459,0.1056561922365989
0.46,0.10567901234567902
0.461,0.10570191713048857
0.462,0.10572490706319704
0.463,0.105747982619491
0.464,0.10577114427860697
0.465,0.10579439252336449
0.466,0.10581772784019976
0.467,0.1058411507191995
0.468,0.10586466165413534
0.46900000000000003,0.10588826114249844
0.47000000000000003,0.10591194968553459
0.47100000000000003,0.10593572778827978
0.47200000000000003,0.10595959595959596
0.47300000000000003,0.10598355471220747
0.47400000000000003,0.10600760456273765
0.47500000000000003,0.10603174603174603
0.47600000000000003,0.10605597964376591
0.47700000000000004,0.10608030592734226
0.47800000000000004,0.10610472541507025
0.47900000000000004,0.10612923864363405
0.48000000000000004,0.10615384615384615
0.481,0.10617854849068722
0.482,0.1062033462033462
0.483,0.10622823984526113
0.484,0.10625322997416022
0.485,0.10627831715210356
0.486,0.10630350194552529
0.487,0.10632878492527616
0.488,0.10635416666666667
0.489,0.10637964774951077
0.49,0.10640522875816993
0.491,0.10643091028159792
0.492,0.10645669291338583
0.493,0.10648257725180803
0.494,0.10650856389986825
0.495,0.10653465346534655
0.496,0.10656084656084656
0.497,0.10658714380384361
0.498,0.10661354581673307
0.499,0.10664005322687958
0.5,0.10666666666666667
0.501,0.1066933867735471
0.502,0.10672021419009371
0.503,0.10674714956405099
0.504,0.1067741935483871
0.505,0.10680134680134681
0.506,0.10682860998650473
0.507,0.10685598377281948
0.508,0.10688346883468836
0.509,0.10691106585200272
0.51,0.10693877551020409
0.511,0.10696659850034083
0.512,0.10699453551912569
0.513,0.10702258726899384
0.514,0.10705075445816187
0.515,0.1070790378006873
0.516,0.10710743801652893
0.517,0.10713595583160801
0.518,0.10716459197787
0.519,0.1071933471933472
0.52,0.10722222222222223
0.521,0.10725121781489215
0.522,0.10728033472803349
0.523,0.10730957372466807
0.524,0.1073389355742297
0.525,0.10736842105263159
0.526,0.10739803094233474
0.527,0.1074277660324172
0.528,0.10745762711864408
0.529,0.10748761500353858
0.53,0.10751773049645391
0.531,0.10754797441364607
0.532,0.10757834757834758
0.533,0.10760885082084226
0.534,0.10763948497854078
0.535,0.10767025089605735
0.536,0.10770114942528736
0.537,0.10773218142548596
0.538,0.10776334776334777
0.539,0.10779464931308749
0.54,0.10782608695652174
0.541,0.10785766158315178
0.542,0.10788937409024746
0.543,0.10792122538293217
0.544,0.10795321637426901
0.545,0.10798534798534799
0.546,0.10801762114537446
0.547,0.10805003679175865
0.548,0.1080825958702065
0.549,0.10811529933481154
0.55,0.10814814814814816
0.551,0.10818114328136601
0.552,0.10821428571428572
0.553,0.1082475764354959
0.554,0.10828101644245143
0.555,0.10831460674157305
0.556,0.10834834834834836
0.557,0.10838224228743416
0.558,0.10841628959276019
0.559,0.10845049130763418
0.56,0.10848484848484849
0.561,0.10851936218678816
0.562,0.10855403348554034
0.5630000000000001,0.10858886346300535
0.5640000000000001,0.10862385321100917
0.5650000000000001,0.10865900383141763
0.5660000000000001,0.10869431643625192
0.5670000000000001,0.10872979214780601
0.5680000000000001,0.10876543209876544
0.5690000000000001,0.10880123743232793
0.5700000000000001,0.10883720930232559
0.5710000000000001,0.10887334887334887
0.5720000000000001,0.10890965732087228
0.5730000000000001,0.10894613583138174
0.5740000000000001,0.10898278560250392
0.5750000000000001,0.10901960784313726
0.5760000000000001,0.10905660377358492
0.5770000000000001,0.10909377462568953
0.578,0.10913112164297
0.579,0.1091686460807601
0.58,0.10920634920634921
0.581,0.1092442322991249
0.582,0.1092822966507177
0.583,0.10932054356514789
0.584,0.10935897435897436
0.585,0.10939759036144579
0.586,0.10943639291465379
0.587,0.10947538337368846
0.588,0.10951456310679612
0.589,0.10955393349553934
0.59,0.10959349593495936
0.591,0.10963325183374084
0.592,0.10967320261437909
0.593,0.10971334971334971
0.594,0.10975369458128079
0.595,0.10979423868312757
0.596,0.10983498349834984
0.597,0.10987593052109182
0.598,0.10991708126036484
0.599,0.10995843724023276
0.6,0.11
0.601,0.11004177109440268
0.602,0.11008375209380235
0.603,0.11012594458438288
0.604,0.11016835016835018
0.605,0.11021097046413503
0.606,0.11025380710659899
0.607,0.11029686174724343
0.608,0.11034013605442178
0.609,0.11038363171355499
0.61,0.11042735042735044
0.611,0.110471293916024
0.612,0.11051546391752579
0.613,0.11055986218776917
0.614,0.11060449050086356
0.615,0.11064935064935065
0.616,0.11069444444444446
0.617,0.11073977371627503
0.618,0.11078534031413613
0.619,0.11083114610673667
0.62,0.11087719298245614
0.621,0.11092348284960422
0.622,0.1109700176366843
0.623,0.11101679929266137
0.624,0.11106382978723404
0.625,0.11111111111111112
0.626,0.11115864527629234
0.627,0.1112064343163539
0.628,0.11125448028673836
0.629,0.11130278526504943
0.63,0.11135135135135135
0.631,0.11140018066847336
0.632,0.11144927536231884
0.633,0.11149863760217985
0.634,0.11154826958105647
0.635,0.11159817351598174
0.636,0.11164835164835166
0.637,0.11169880624426079
0.638,0.11174953959484346
0.639,0.11180055401662051
0.64,0.11185185185185186
0.641,0.11190343546889508
0.642,0.11195530726256984
0.643,0.11200746965452849
0.644,0.11205992509363297
0.645,0.11211267605633804
0.646,0.11216572504708099
0.647,0.112219074598678
0.648,0.11227272727272727
0.649,0.112326685660019
0.65,0.11238095238095239
0.651,0.1124355300859599
0.652,0.11249042145593871
0.653,0.11254562920268973
0.654,0.11260115606936417
0.655,0.11265700483091788
0.656,0.11271317829457365
0.657,0.11276967930029155
0.658,0.11282651072124757
0.659,0.11288367546432063
0.66,0.11294117647058824
0.661,0.11299901671583089
0.662,0.11305719921104537
0.663,0.11311572700296736
0.664,0.11317460317460318
0.665,0.11323383084577116
0.666,0.1132934131736527
0.667,0.11335335335335336
0.668,0.1134136546184739
0.669,0.11347432024169185
0.67,0.11353535353535354
0.671,0.11359675785207701
0.672,0.11365853658536586
0.673,0.11372069317023446
0.674,0.1137832310838446
0.675,0.11384615384615386
0.676,0.11390946502057614
0.677,0.1139731682146543
0.678,0.11403726708074535
0.679,0.11410176531671859
0.68,0.11416666666666668
0.681,0.1142319749216301
0.682,0.11429769392033544
0.683,0.11436382754994744
0.684,0.11443037974683545
0.685,0.11449735449735451
0.686,0.1145647558386412
0.687,0.11463258785942493
0.6880000000000001,0.11470085470085471
0.6890000000000001,0.11476956055734192
0.6900000000000001,0.11483870967741937
0.6910000000000001,0.11490830636461706
0.6920000000000001,0.11497835497835499
0.6930000000000001,0.11504885993485343
0.6940000000000001,0.11511982570806101
0.6950000000000001,0.11519125683060111
0.6960000000000001,0.11526315789473686
0.6970000000000001,0.11533553355335535
0.6980000000000001,0.11540838852097132
0.6990000000000001,0.11548172757475084
0.7000000000000001,0.11555555555555556
0.7010000000000001,0.11562987736900782
0.7020000000000001,0.11570469798657719
0.7030000000000001,0.11578002244668913
0.7040000000000001,0.11585585585585587
0.705,0.11593220338983051
0.706,0.11600907029478458
0.707,0.11608646188850967
0.708,0.11616438356164384
0.709,0.11624284077892326
0.71,0.11632183908045977
0.711,0.11640138408304498
0.712,0.11648148148148149
0.713,0.11656213704994194
0.714,0.11664335664335665
0.715,0.11672514619883041
0.716,0.11680751173708921
0.717,0.1168904593639576
0.718,0.11697399527186761
0.719,0.11705812574139976
0.72,0.11714285714285715
0.721,0.11722819593787337
0.722,0.11731414868105516
0.723,0.11740072202166066
0.724,0.11748792270531401
0.725,0.11757575757575758
0.726,0.11766423357664234
0.727,0.11775335775335775
0.728,0.11784313725490196
0.729,0.11793357933579336
0.73,0.1180246913580247
0.731,0.11811648079306072
0.732,0.1182089552238806
0.733,0.11830212234706618
0.734,0.11839598997493735
0.735,0.11849056603773586
0.736,0.11858585858585859
0.737,0.11868187579214196
0.738,0.11877862595419848
0.739,0.11887611749680715
0.74,0.11897435897435898
0.741,0.11907335907335909
0.742,0.11917312661498708
0.743,0.11927367055771726
0.744,0.11937500000000001
0.745,0.11947712418300654
0.746,0.11958005249343832
0.747,0.11968379446640318
0.748,0.11978835978835979
0.749,0.11989375830013281
0.75,0.12000000000000001
0.751,0.12010709504685409
0.752,0.12021505376344087
0.753,0.12032388663967612
0.754,0.12043360433604336
0.755,0.12054421768707484
0.756,0.12065573770491804
0.757,0.12076817558299041
0.758,0.12088154269972452
0.759,0.12099585062240664
0.76,0.12111111111111111
0.761,0.12122733612273362
0.762,0.12134453781512605
0.763,0.12146272855133615
0.764,0.12158192090395481
0.765,0.12170212765957447
0.766,0.12182336182336183
0.767,0.12194563662374822
0.768,0.12206896551724139
0.769,0.1221933621933622
0.77,0.12231884057971015
0.771,0.12244541484716158
0.772,0.1225730994152047
0.773,0.12270190895741558
0.774,0.12283185840707965
0.775,0.12296296296296297
0.776,0.1230952380952381
0.777,0.12322869955156951
0.778,0.12336336336336337
0.779,0.12349924585218704
0.78,0.12363636363636364
0.781,0.12377473363774735
0.782,0.12391437308868503
0.783,0.12405529953917052
0.784,0.12419753086419755
0.785,0.12434108527131785
0.786,0.12448598130841122
0.787,0.1246322378716745
0.788,0.12477987421383649
0.789,0.12492890995260665
0.79,0.1250793650793651
0.791,0.12523125996810208
0.792,0.1253846153846154
0.793,0.12553945249597426
0.794,0.12569579288025892
0.795,0.12585365853658537
0.796,0.12601307189542485
0.797,0.12617405582922825
0.798,0.12633663366336634
0.799,0.12650082918739636
0.8,0.12666666666666668
0.801,0.12683417085427137
0.802,0.127003367003367
0.803,0.12717428087986465
0.804,0.12734693877551023
0.805,0.12752136752136753
0.806,0.12769759450171822
0.807,0.1278756476683938
0.808,0.12805555555555556
0.809,0.12823734729493894
0.81,0.12842105263157896
0.811,0.1286067019400353
0.812,0.12879432624113477
0.8130000000000001,0.12898395721925135
0.8140000000000001,0.1291756272401434
0.8150000000000001,0.12936936936936938
0.8160000000000001,0.12956521739130436
0.8170000000000001,0.12976320582877962
0.8180000000000001,0.12996336996337
0.8190000000000001,0.1301657458563536
0.8200000000000001,0.1303703703703704
0.8210000000000001,0.13057728119180634
0.8220000000000001,0.1307865168539326
0.8230000000000001,0.13099811676082865
0.8240000000000001,0.13121212121212122
0.8250000000000001,0.13142857142857145
0.8260000000000001,0.1316475095785441
0.8270000000000001,0.131868978805395
0.8280000000000001,0.13209302325581398
0.8290000000000001,0.1323196881091618
0.8300000000000001,0.13254901960784315
0.8310000000000001,0.13278106508875742
0.8320000000000001,0.13301587301587303
0.8330000000000001,0.13325349301397207
0.834,0.13349397590361445
0.835,0.13373737373737374
0.836,0.13398373983739836
0.837,0.13423312883435584
0.838,0.13448559670781893
0.839,0.13474120082815735
0.84,0.135
0.841,0.13526205450733753
0.842,0.13552742616033756
0.843,0.13579617834394905
0.844,0.13606837606837607
0.845,0.13634408602150538
0.846,0.13662337662337662
0.847,0.13690631808278866
0.848,0.13719298245614037
0.849,0.13748344370860927
0.85,0.13777777777777778
0.851,0.13807606263982103
0.852,0.13837837837837838
0.853,0.13868480725623583
0.854,0.13899543378995433
0.855,0.1393103448275862
0.856,0.13962962962962963
0.857,0.13995337995337997
0.858,0.14028169014084507
0.859,0.1406146572104019
0.86,0.14095238095238094
0.861,0.14129496402877698
0.862,0.1416425120772947
0.863,0.14199513381995132
0.864,0.1423529411764706
0.865,0.14271604938271604
0.866,0.14308457711442787
0.867,0.14345864661654137
0.868,0.14383838383838385
0.869,0.14422391857506361
0.87,0.14461538461538462
0.871,0.14501291989664084
0.872,0.14541666666666667
0.873,0.14582677165354332
0.874,0.14624338624338626
0.875,0.14666666666666667
0.876,0.14709677419354839
0.877,0.1475338753387534
0.878,0.14797814207650273
0.879,0.1484297520661157
0.88,0.1488888888888889
0.881,0.14935574229691878
0.882,0.1498305084745763
0.883,0.15031339031339033
0.884,0.15080459770114946
0.885,0.15130434782608698
0.886,0.15181286549707604
0.887,0.15233038348082598
0.888,0.15285714285714286
0.889,0.15339339339339342
0.89,0.15393939393939396
0.891,0.15449541284403673
0.892,0.15506172839506174
0.893,0.15563862928348912
0.894,0.15622641509433965
0.895,0.15682539682539684
0.896,0.15743589743589745
0.897,0.1580582524271845
0.898,0.15869281045751638
0.899,0.15933993399339935
0.9,0.16000000000000003
0.901,0.1606734006734007
0.902,0.1613605442176871
0.903,0.16206185567010312
0.904,0.1627777777777778
0.905,0.1635087719298246
0.906,0.1642553191489362
0.907,0.16501792114695343
0.908,0.1657971014492754
0.909,0.16659340659340663
0.91,0.16740740740740745
0.911,0.16823970037453187
0.912,0.16909090909090913
0.913,0.16996168582375482
0.914,0.17085271317829462
0.915,0.17176470588235299
0.916,0.17269841269841274
0.917,0.17365461847389563
0.918,0.17463414634146346
0.919,0.1756378600823046
0.92,0.17666666666666672
0.921,0.17772151898734184
0.922,0.17880341880341888
0.923,0.17991341991341997
0.924,0.18105263157894744
0.925,0.18222222222222229
0.926,0.1834234234234235
0.927,0.1846575342465754
0.928,0.185925925925926
0.929,0.18723004694835688
0.93,0.18857142857142867
0.931,0.18995169082125613
0.932,0.19137254901960793
0.933,0.19283582089552248
0.934,0.19434343434343443
0.935,0.195897435897436
0.936,0.1975000000000001
0.937,0.19915343915343925
0.9380000000000001,0.20086021505376356
0.9390000000000001,0.20262295081967224
0.9400000000000001,0.20444444444444454
0.9410000000000001,0.20632768361581932
0.9420000000000001,0.20827586206896564
0.9430000000000001,0.21029239766081886
0.9440000000000001,0.2123809523809525
0.9450000000000001,0.2145454545454547
0.9460000000000001,0.21679012345679027
0.9470000000000001,0.21911949685534607
0.9480000000000001,0.2215384615384617
0.9490000000000001,0.22405228758169954
0.9500000000000001,0.22666666666666688
0.9510000000000001,0.229387755102041
0.9520000000000001,0.23222222222222244
0.9530000000000001,0.23517730496453923
0.9540000000000001,0.23826086956521764
0.9550000000000001,0.24148148148148174
0.9560000000000001,0.24484848484848512
0.9570000000000001,0.24837209302325608
0.9580000000000001,0.2520634920634924
0.9590000000000001,0.25593495934959376
0.9600000000000001,0.26000000000000034
0.961,0.26427350427350416
0.962,0.2687719298245613
0.963,0.2735135135135134
0.964,0.2785185185185184
0.965,0.2838095238095236
0.966,0.2894117647058822
0.967,0.2953535353535352
0.968,0.3016666666666665
0.969,0.3083870967741934
0.97,0.31555555555555537
0.971,0.32321839080459747
0.972,0.3314285714285712
0.973,0.3402469135802467
0.974,0.34974358974358954
0.975,0.35999999999999976
0.976,0.37111111111111084
0.977,0.38318840579710123
0.978,0.39636363636363614
0.979,0.4107936507936505
